agegroup,infection,par_id,cumul_mean_incid,sum_abs_diff,sum_rel_diff
4,1,7005,18575,16336,0.8795
4,2,7005,140223,104385,0.7444
4,3,7005,112004,70958,0.6335
5,1,7005,5139,4609,0.897
5,2,7005,132363,100615,0.7601
5,3,7005,220305,158468,0.7193
6,1,7005,662,606,0.9162
6,2,7005,61139,47297,0.7736
6,3,7005,233421,174096,0.7458
7,1,7005,73,68,0.9375
7,2,7005,26971,21268,0.7886
7,3,7005,220653,168661,0.7644
8,1,7005,8,8,0.9961
8,2,7005,20212,16944,0.8383
8,3,7005,2242571,1721335,0.7676
9,1,7005,0,0,NA
9,2,7005,1592,1366,0.8579
9,3,7005,2152940,1742053,0.8092
10,1,7005,0,0,NA
10,2,7005,196,158,0.8063
10,3,7005,1303597,1064763,0.8168
11,1,7005,0,0,NA
11,2,7005,130,101,0.7784
11,3,7005,922786,757128,0.8205
1,1,7019,508229,52156,0.1026
1,2,7019,152452,13320,0.0874
1,3,7019,24737,2150,0.0869
2,1,7019,135706,18137,0.1336
2,2,7019,181279,18750,0.1034
2,3,7019,72801,6212,0.0853
3,1,7019,48056,6069,0.1263
3,2,7019,156942,17013,0.1084
3,3,7019,105482,9200,0.0872
4,1,7019,15144,2043,0.1349
4,2,7019,126245,14699,0.1164
4,3,7019,203095,18514,0.0912
5,1,7019,4051,565,0.1395
5,2,7019,117525,13791,0.1173
5,3,7019,408229,37107,0.0909
6,1,7019,499,72,0.1449
6,2,7019,52429,6175,0.1178
6,3,7019,416551,38398,0.0922
7,1,7019,53,8,0.1513
7,2,7019,22316,2606,0.1168
7,3,7019,383816,35887,0.0935
8,1,7019,5,1,0.1642
8,2,7019,15299,1821,0.119
8,3,7019,3712892,349963,0.0943
9,1,7019,0,0,NA
9,2,7019,1175,121,0.1028
9,3,7019,3828958,374254,0.0977
10,1,7019,0,0,NA
10,2,7019,158,16,0.1034
10,3,7019,2213106,218091,0.0985
11,1,7019,0,0,NA
11,2,7019,119,12,0.1027
11,3,7019,1487168,147227,0.099
1,1,7230,516464,116544,0.2257
1,2,7230,143179,31360,0.219
1,3,7230,15057,4028,0.2675
2,1,7230,141587,50824,0.359
2,2,7230,179800,48092,0.2675
2,3,7230,49464,12208,0.2468
3,1,7230,49692,17765,0.3575
3,2,7230,157138,45423,0.2891
3,3,7230,72645,18314,0.2521
4,1,7230,15728,5928,0.3769
4,2,7230,130766,41196,0.315
4,3,7230,163867,39228,0.2394
5,1,7230,4081,1590,0.3895
5,2,7230,120135,38623,0.3215
5,3,7230,319497,81860,0.2562
6,1,7230,496,200,0.4026
6,2,7230,53634,17336,0.3232
6,3,7230,333703,87598,0.2625
7,1,7230,52,22,0.417
7,2,7230,22794,7313,0.3208
7,3,7230,314722,84167,0.2674
8,1,7230,5,2,0.4425
8,2,7230,15705,5172,0.3293
8,3,7230,3125024,837484,0.268
9,1,7230,0,0,NA
9,2,7230,1201,353,0.294
9,3,7230,3202586,902242,0.2817
10,1,7230,0,0,NA
10,2,7230,160,47,0.2934
10,3,7230,1951359,554109,0.284
11,1,7230,0,0,NA
11,2,7230,119,34,0.2873
11,3,7230,1385822,395156,0.2851
1,1,7454,457621,437672,0.9564
1,2,7454,146001,137788,0.9437
1,3,7454,22649,22288,0.9841
2,1,7454,122380,178211,1.4562
2,2,7454,178226,204795,1.1491
